Ship Mode,Segment,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Profitable
5326,1,0,13,1841,2,1,3,6.68,2,0.0,2.004,1
5327,3,1,5,90049,3,1,10,19.44,3,0.0,9.3312,1
5328,1,1,38,77036,1,0,16,31.92,2,0.2,2.394,1
5329,3,1,31,10035,2,1,9,33.568,2,0.2,11.7488,1
5330,1,1,31,10011,2,2,8,63.94,1,0.0,24.9366,1
5331,1,1,31,10011,2,1,9,60.6,5,0.2,20.4525,1
5332,1,1,31,10011,2,1,12,22.72,4,0.0,6.5888,1
5333,1,1,33,19711,2,2,8,10.68,4,0.0,4.0584,1
5334,1,1,33,19711,2,1,10,17.34,3,0.0,8.4966,1
5335,1,1,33,19711,2,1,10,3.38,1,0.0,1.5548,1
5336,1,0,23,98105,3,1,9,26.976,4,0.2,8.7672,1
5337,1,0,41,85254,3,1,10,307.776,7,0.2,111.5688,1
5338,3,1,31,11572,2,1,14,244.55,5,0.0,4.891,1
5339,3,1,31,11572,2,1,7,12.24,6,0.0,5.7528,1
5340,3,1,31,11572,2,0,6,13.98,2,0.0,6.0114,1
5341,3,1,31,11572,2,0,6,899.95,5,0.0,53.997,1
5342,1,0,38,75220,1,1,7,1.632,1,0.2,0.5508,1
5343,1,0,38,75220,1,0,16,267.96,5,0.2,16.7475,1
5344,3,1,31,14609,2,0,6,31.95,1,0.0,2.2365,1
5345,3,1,5,90045,3,1,14,725.84,4,0.0,210.4936,1
5346,3,1,5,90045,3,1,9,10.896,3,0.2,3.9498,1
5347,3,1,5,90045,3,1,9,8.544,2,0.2,2.8836,1
5348,1,0,3,55125,1,1,9,32.34,3,0.0,15.5232,1
5349,1,0,3,55125,1,1,10,39.9,5,0.0,19.95,1
5350,1,1,30,60068,1,1,10,143.856,9,0.2,48.5514,1
5351,1,0,38,75217,1,1,10,41.92,4,0.2,15.196,1
5352,1,0,38,75217,1,0,16,329.584,2,0.2,37.0782,1
5353,2,0,4,71203,0,1,9,87.28,8,0.0,41.0216,1
5354,1,0,5,90004,3,2,0,279.456,6,0.2,20.9592,1
5355,1,0,5,90004,3,1,10,8.0,2,0.0,3.84,1
5356,1,1,5,94109,3,1,9,27.24,5,0.2,9.534,1
5357,1,1,5,94122,3,0,6,16.36,1,0.0,1.636,1
5358,1,1,5,94122,3,1,14,15.78,2,0.0,0.6312,1
5359,1,1,5,94122,3,1,3,45.98,2,0.0,12.8744,1
5360,1,0,37,28314,0,2,5,198.272,8,0.2,-32.2192,0
5361,2,0,38,75217,1,1,14,720.76,5,0.2,54.057,1
5362,1,1,45,67212,1,2,8,70.56,6,0.0,23.9904,1
5363,1,1,45,67212,1,1,13,81.96,2,0.0,22.9488,1
5364,3,0,12,97477,3,1,13,64.864,4,0.2,6.4864,1
5365,1,1,38,77041,1,0,16,151.192,1,0.2,13.2293,1
5366,1,1,23,98103,3,0,16,88.776,3,0.2,7.7679,1
5367,1,1,23,98103,3,1,1,11.56,4,0.0,5.4332,1
5368,1,1,23,98103,3,1,14,15.58,1,0.0,3.895,1
5369,2,0,47,44312,2,1,10,85.056,3,0.2,28.7064,1
5370,1,0,0,48237,1,2,8,273.96,2,0.0,71.2296,1
5371,1,0,0,48237,1,2,8,306.9,3,0.0,79.794,1
5372,1,0,38,77041,1,1,10,15.552,3,0.2,5.4432,1
5373,1,0,38,77041,1,2,15,347.361,7,0.3,-69.4722,0
5374,1,0,38,77041,1,1,10,10.368,2,0.2,3.6288,1
5375,1,0,23,98103,3,0,6,98.16,6,0.0,9.816,1
5376,1,0,23,98103,3,1,3,31.44,3,0.0,7.86,1
5377,2,0,44,19134,2,1,7,348.488,7,0.2,117.6147,1
5378,2,0,44,19134,2,1,14,172.736,4,0.2,-30.2288,0
5379,1,1,5,90045,3,1,10,15.54,3,0.0,7.6146,1
5380,1,1,5,90045,3,0,11,105.552,6,0.2,35.6238,1
5381,3,0,38,77070,1,1,10,25.92,5,0.2,9.072,1
5382,3,0,38,77070,1,1,2,15.808,8,0.2,5.3352,1
5383,3,0,38,77070,1,1,10,10.368,2,0.2,3.7584,1
5384,1,1,44,19143,2,0,16,358.2,3,0.4,41.79,1
5385,1,1,44,19143,2,0,16,545.916,14,0.4,72.7888,1
5386,1,1,6,72756,0,1,9,40.41,9,0.0,18.5886,1
5387,3,0,5,90045,3,0,16,167.976,3,0.2,10.4985,1
5388,3,0,5,90045,3,0,6,109.53,3,0.0,47.0979,1
5389,3,0,5,90045,3,1,1,9.82,2,0.0,4.8118,1
5390,3,0,23,98105,3,1,9,26.352,3,0.2,9.5526,1
5391,1,0,33,19805,2,1,1,22.5,6,0.0,10.8,1
5392,1,0,33,19805,2,1,1,9.96,2,0.0,4.5816,1
5393,1,0,33,19805,2,1,9,213.08,7,0.0,102.2784,1
5394,1,0,33,19805,2,2,5,1025.88,6,0.0,235.9524,1
5395,3,0,40,84604,3,1,10,21.98,7,0.0,9.891,1
5396,0,0,5,94110,3,2,8,63.2,5,0.0,23.384,1
5397,1,0,5,90004,3,1,13,39.0,12,0.0,11.31,1
5398,1,0,47,43130,2,1,9,2.907,3,0.7,-2.0349,0
5399,1,1,5,90004,3,2,5,556.665,5,0.15,6.549,1
5400,2,1,23,98103,3,0,6,71.98,2,0.0,15.1158,1
5401,2,1,23,98103,3,0,6,79.98,2,0.0,26.3934,1
5402,1,0,31,10024,2,1,9,24.672,4,0.2,7.71,1
5403,1,0,31,10024,2,1,9,3.744,1,0.2,1.3104,1
5404,1,1,5,90045,3,0,16,445.96,5,0.2,55.745,1
5405,1,1,5,90045,3,0,6,36.24,1,0.0,15.2208,1
5406,1,1,5,90045,3,1,2,10.65,3,0.0,5.0055,1
5407,1,0,5,94109,3,1,10,87.92,4,0.0,40.4432,1
5408,1,0,5,94109,3,1,9,22.424,1,0.2,8.409,1
5409,1,0,5,94109,3,1,9,90.48,3,0.2,33.93,1
5410,1,0,5,94109,3,1,14,42.76,1,0.0,11.1176,1
5411,1,1,10,88101,3,1,9,10.08,7,0.2,3.528,1
5412,1,1,10,88101,3,0,6,101.34,3,0.0,8.1072,1
5413,2,1,45,67212,1,0,16,224.75,5,0.0,62.93,1
5414,1,1,30,60653,1,1,13,73.176,6,0.8,-197.5752,0
5415,1,1,30,60653,1,1,10,20.736,4,0.2,7.2576,1
5416,1,1,30,60653,1,0,16,39.984,2,0.2,-8.9964,0
5417,3,0,21,68104,1,1,9,15.36,2,0.0,7.68,1
5418,2,1,38,77041,1,1,10,36.288,7,0.2,12.7008,1
5419,2,1,38,77041,1,0,16,150.384,2,0.2,15.0384,1
5420,3,1,44,19134,2,0,16,280.782,3,0.4,-60.8361,0
5421,3,1,44,19134,2,0,6,31.984,2,0.2,1.1994,1
5422,1,1,5,90045,3,1,9,11.232,3,0.2,3.9312,1
5423,3,0,24,40475,0,1,10,26.4,5,0.0,11.88,1
5424,1,1,19,6708,2,1,3,3.52,2,0.0,1.0208,1
5425,2,1,5,90045,3,0,6,1649.95,5,0.0,659.98,1
5426,2,1,5,90045,3,2,8,111.9,6,0.0,51.474,1
5427,0,2,5,90036,3,2,5,599.165,5,0.15,35.245,1
5428,2,2,5,94122,3,1,14,46.53,3,0.0,12.0978,1
5429,2,1,2,33710,0,2,8,31.984,2,0.2,1.999,1
5430,1,2,47,44107,2,1,13,161.568,2,0.2,16.1568,1
5431,1,2,47,44107,2,1,10,4.064,1,0.2,1.3716,1
5432,1,2,47,44107,2,1,9,6.216,4,0.7,-4.9728,0
5433,1,1,41,85224,3,1,3,8.896,4,0.2,0.6672,1
5434,1,2,5,90008,3,1,13,1640.7,5,0.0,459.396,1
5435,1,2,5,90008,3,0,6,270.0,3,0.0,97.2,1
5436,2,0,2,32137,0,2,8,19.52,2,0.2,5.368,1
5437,2,0,2,32137,0,1,9,9.81,5,0.7,-6.867,0
5438,2,0,2,32137,0,2,8,213.216,3,0.2,15.9912,1
5439,1,1,31,10035,2,1,9,588.784,2,0.2,183.995,1
5440,3,1,2,33458,0,1,3,2.064,1,0.2,0.1548,1
5441,1,1,41,85301,3,1,10,6.368,2,0.2,2.388,1
5442,1,1,31,10035,2,0,6,99.6,1,0.0,36.852,1
5443,1,1,31,10035,2,1,9,62.296,13,0.2,21.0249,1
5444,1,1,31,10035,2,1,3,10.71,3,0.0,2.7846,1
5445,1,2,38,77041,1,1,7,20.936,1,0.2,7.0659,1
5446,1,0,31,10035,2,0,16,33.0,6,0.0,8.25,1
5447,1,0,31,10035,2,0,6,249.95,5,0.0,87.4825,1
5448,1,2,45,66062,1,1,12,357.93,3,0.0,7.1586,1
5449,1,2,45,66062,1,0,6,57.4,5,0.0,10.906,1
5450,1,2,45,66062,1,1,9,331.96,2,0.0,149.382,1
5451,1,2,45,66062,1,2,8,40.56,2,0.0,12.9792,1
5452,1,2,43,89431,3,1,12,86.2,5,0.0,24.998,1
5453,1,0,30,61107,1,1,10,38.016,6,0.2,13.7808,1
5454,1,0,44,19143,2,1,14,8.384,1,0.2,0.7336,1
5455,1,0,44,19143,2,1,3,6.848,2,0.2,0.7704,1
5456,1,1,23,98026,3,1,2,19.6,5,0.0,9.604,1
5457,1,1,23,98026,3,2,8,68.46,2,0.0,20.538,1
5458,3,1,5,94122,3,1,9,13.344,6,0.2,4.3368,1
5459,3,1,5,94122,3,2,15,1478.272,8,0.2,92.392,1
5460,1,0,37,28806,0,1,14,16.272,1,0.2,-3.8646,0
5461,1,1,5,90032,3,2,8,9.24,3,0.0,4.4352,1
5462,2,1,41,85254,3,1,9,32.34,10,0.7,-23.716,0
5463,2,1,41,85254,3,1,10,56.064,4,0.2,19.6224,1
5464,2,1,41,85254,3,1,7,108.72,5,0.2,36.693,1
5465,2,1,41,85254,3,2,5,181.47,5,0.7,-320.597,0
5466,3,1,38,77095,1,1,10,16.176,3,0.2,6.066,1
5467,1,1,5,94109,3,2,0,122.352,3,0.2,13.7646,1
5468,2,2,5,92105,3,2,0,585.552,3,0.2,73.194,1
5469,2,2,5,92105,3,1,10,19.44,3,0.0,9.3312,1
5470,1,1,47,45011,2,1,13,123.92,5,0.2,9.294,1
5471,1,1,17,80134,3,2,8,13.36,5,0.2,4.008,1
5472,1,1,17,80134,3,1,14,78.256,2,0.2,-17.6076,0
5473,1,1,17,80134,3,2,5,102.018,7,0.7,-183.6324,0
5474,0,0,21,68025,1,1,14,750.68,2,0.0,37.534,1
5475,2,2,3,55369,1,1,1,44.4,3,0.0,22.2,1
5476,2,2,3,55369,1,1,14,84.55,5,0.0,22.8285,1
5477,2,2,3,55369,1,1,10,17.94,3,0.0,8.7906,1
5478,1,1,33,19711,2,1,9,128.4,3,0.0,62.916,1
5479,1,0,2,33180,0,1,9,1.869,1,0.7,-1.3083,0
5480,1,0,5,92105,3,0,16,103.192,1,0.2,11.6091,1
5481,1,0,5,92105,3,0,6,36.0,2,0.0,6.48,1
5482,1,0,5,92105,3,0,6,239.96,4,0.0,115.1808,1
5483,1,0,5,92105,3,1,14,40.68,2,0.0,0.4068,1
5484,1,1,2,33142,0,2,0,419.136,4,0.2,-68.1096,0
5485,1,1,2,33178,0,1,7,23.472,3,0.2,7.6284,1
5486,1,2,38,78207,1,1,9,3.592,4,0.8,-6.286,0
5487,3,0,2,32216,0,0,16,23.976,3,0.2,-5.6943,0
5488,3,0,2,32216,0,1,1,6.264,3,0.2,2.0358,1
5489,3,0,2,32216,0,1,13,20.808,3,0.2,1.8207,1
5490,3,0,2,32216,0,2,0,218.352,3,0.2,-19.1058,0
5491,2,1,38,77070,1,1,14,18.16,2,0.2,1.816,1
5492,0,2,5,94122,3,1,12,7.36,2,0.0,0.1472,1
5493,0,2,5,94122,3,1,1,41.4,4,0.0,19.872,1
5494,0,2,5,94122,3,2,5,411.332,4,0.15,-4.8392,0
5495,1,0,44,19140,2,1,9,7.656,4,0.7,-6.1248,0
5496,1,1,47,43302,2,0,6,63.92,2,0.2,19.176,1
5497,3,1,31,10024,2,1,3,6.56,2,0.0,1.9024,1
5498,3,1,31,10024,2,1,1,7.83,3,0.0,3.6018,1
5499,3,1,31,10024,2,0,6,41.9,2,0.0,8.799,1
5500,3,1,31,10024,2,2,0,664.146,6,0.1,88.5528,1
5501,3,1,31,10024,2,1,10,8.96,2,0.0,4.3904,1
5502,1,0,44,19140,2,2,8,3.312,1,0.2,0.6624,1
5503,1,0,44,19140,2,1,13,20.136,3,0.2,1.2585,1
5504,1,0,44,19140,2,1,7,8.856,3,0.2,2.8782,1
5505,1,0,44,19140,2,0,16,859.2,4,0.4,-186.16,0
5506,0,1,5,90036,3,1,10,61.96,2,0.0,27.882,1
5507,1,1,34,30080,0,1,7,17.92,4,0.0,8.6016,1
5508,1,1,5,94122,3,2,8,145.9,5,0.0,62.737,1
5509,1,1,30,60653,1,1,10,56.704,2,0.2,19.1376,1
5510,1,1,30,60653,1,0,16,11.12,2,0.2,3.475,1
5511,1,1,12,97504,3,1,10,32.896,4,0.2,11.1024,1
5512,1,1,12,97504,3,1,10,22.776,3,0.2,7.6869,1
5513,2,1,31,10009,2,0,16,239.97,3,0.0,2.3997,1
5514,2,1,31,10009,2,1,13,160.32,2,0.0,44.8896,1
5515,2,1,31,10009,2,0,16,128.85,3,0.0,3.8655,1
5516,3,0,16,35810,0,0,6,1319.96,4,0.0,527.984,1
5517,1,0,44,19134,2,2,0,239.96,10,0.3,-10.284,0
5518,1,0,44,19134,2,2,8,54.768,2,0.2,6.846,1
5519,1,0,44,19134,2,1,3,13.392,3,0.2,3.1806,1
5520,1,0,44,19134,2,1,10,23.92,5,0.2,8.671,1
5521,1,0,44,19134,2,0,6,255.968,4,0.2,-28.7964,0
5522,2,1,5,95051,3,1,9,21.552,6,0.2,7.0044,1
5523,2,1,5,95051,3,1,13,58.24,4,0.0,15.7248,1
5524,2,2,5,90805,3,1,10,80.28,12,0.0,36.9288,1
5525,1,0,5,90008,3,1,3,9.78,2,0.0,4.0098,1
5526,1,2,5,93101,3,1,2,1.81,1,0.0,0.6516,1
5527,2,2,31,10009,2,1,10,37.94,2,0.0,18.2112,1
5528,1,0,2,32216,0,0,16,79.96,5,0.2,27.986,1
5529,1,0,38,75104,1,1,10,115.296,3,0.2,40.3536,1
5530,1,1,21,68104,1,0,16,2479.96,4,0.0,743.988,1
5531,2,1,6,72209,0,0,6,179.94,6,0.0,75.5748,1
5532,2,1,6,72209,0,0,6,26.85,3,0.0,5.1015,1
5533,2,1,6,72209,0,0,6,323.37,3,0.0,129.348,1
5534,2,1,6,72209,0,1,10,59.94,3,0.0,28.1718,1
5535,2,1,6,72209,0,1,9,64.14,3,0.0,30.7872,1
5536,2,1,6,72209,0,1,9,11.67,3,0.0,5.6016,1
5537,2,1,6,72209,0,1,10,12.96,2,0.0,6.2208,1
5538,1,1,21,68701,1,1,9,17.43,3,0.0,8.0178,1
5539,1,1,30,60653,1,2,0,181.986,2,0.3,-54.5958,0
5540,1,1,30,60653,1,1,9,1.592,2,0.8,-2.6268,0
5541,1,1,30,60653,1,1,12,22.344,3,0.2,2.5137,1
5542,1,0,41,85705,3,2,15,455.97,6,0.5,-218.8656,0
5543,1,0,41,85705,3,1,9,10.44,6,0.7,-7.656,0
5544,1,0,41,85705,3,1,9,5.214,2,0.7,-4.1712,0
5545,1,2,8,3301,2,1,14,67.4,5,0.0,17.524,1
5546,2,1,40,84020,3,2,8,25.16,2,0.0,10.5672,1
5547,2,1,40,84020,3,0,16,126.56,4,0.2,47.46,1
5548,2,1,5,94109,3,1,13,43.68,3,0.0,11.7936,1
5549,2,1,5,94109,3,0,6,139.93,7,0.0,34.9825,1
5550,1,0,38,77036,1,1,3,2.672,1,0.2,0.334,1
5551,1,0,38,77036,1,1,12,16.656,6,0.2,-3.123,0
5552,1,0,38,77036,1,0,6,79.512,3,0.2,20.8719,1
5553,1,0,38,77036,1,1,10,36.288,7,0.2,12.7008,1
5554,1,0,38,77036,1,2,5,67.9932,1,0.32,-12.9987,0
5555,3,0,16,36116,0,2,8,10.16,2,0.0,3.4544,1
5556,1,0,48,39212,0,2,8,6.16,2,0.0,1.9712,1
5557,1,0,48,39212,0,1,3,56.3,2,0.0,15.764,1
5558,1,1,43,89031,3,1,10,6.48,1,0.0,3.1104,1
5559,1,1,43,89031,3,1,14,1325.85,5,0.0,238.653,1
5560,1,1,43,89031,3,1,1,14.94,3,0.0,6.8724,1
5561,3,0,34,30318,0,1,9,34.54,1,0.0,17.27,1
5562,3,0,34,30318,0,0,4,2999.95,5,0.0,1439.976,1
5563,3,0,34,30318,0,1,9,64.12,4,0.0,30.7776,1
5564,0,2,30,60610,1,1,3,19.456,4,0.2,2.1888,1
5565,0,2,30,60610,1,0,11,209.986,2,0.3,8.9994,1
5566,0,2,30,60610,1,1,3,29.76,5,0.2,1.86,1
5567,0,2,30,60610,1,2,0,89.768,1,0.3,-2.5648,0
5568,0,2,30,60610,1,0,4,959.984,2,0.2,335.9944,1
5569,0,2,30,60610,1,1,10,15.552,3,0.2,5.6376,1
5570,0,2,30,60610,1,0,16,34.36,1,0.2,-7.3015,0
5571,1,0,47,43229,2,1,10,98.376,3,0.2,35.6613,1
5572,1,0,47,43229,2,1,9,29.94,4,0.7,-23.952,0
5573,1,0,47,43229,2,1,10,17.472,3,0.2,5.6784,1
5574,1,0,47,43229,2,0,16,36.738,1,0.4,-9.1845,0
5575,1,0,47,43229,2,0,16,179.94,2,0.4,-44.985,0
5576,1,1,5,91104,3,2,8,383.64,6,0.0,122.7648,1
5577,1,1,5,91104,3,1,13,56.52,3,0.0,15.8256,1
5578,3,1,5,90004,3,1,3,6.56,2,0.0,1.9024,1
5579,3,1,5,90004,3,2,0,243.92,5,0.2,-15.245,0
5580,3,1,5,90004,3,1,10,47.52,9,0.0,22.8096,1
5581,1,2,25,20735,2,2,8,19.98,1,0.0,8.5914,1
5582,1,2,31,10024,2,1,3,8.0,5,0.0,3.44,1
5583,3,1,5,92037,3,2,8,6.16,2,0.0,1.9712,1
5584,1,2,31,10011,2,1,14,83.56,4,0.0,1.6712,1
5585,1,2,31,10011,2,0,16,546.06,3,0.0,163.818,1
5586,1,2,31,10011,2,1,14,269.49,3,0.0,5.3898,1
5587,2,1,5,93534,3,1,2,10.9,5,0.0,3.597,1
5588,1,2,27,59405,3,1,9,6.096,2,0.2,2.2098,1
5589,3,1,5,94110,3,1,14,34.05,3,0.0,9.534,1
5590,3,1,5,94110,3,1,14,352.38,2,0.0,81.0474,1
5591,3,0,29,8701,2,2,0,245.98,2,0.0,27.0578,1
5592,3,0,29,8701,2,1,9,18.94,1,0.0,9.47,1
5593,1,1,47,44105,2,1,9,59.913,7,0.7,-45.9333,0
5594,0,0,13,1841,2,0,16,391.98,2,0.0,109.7544,1
5595,0,0,13,1841,2,0,16,437.85,3,0.0,131.355,1
5596,1,1,8,3301,2,1,9,68.62,2,0.0,32.2514,1
5597,1,1,25,21215,2,1,12,25.02,3,0.0,6.5052,1
5598,1,1,25,21215,2,1,3,10.71,3,0.0,2.7846,1
5599,0,1,47,43229,2,1,3,55.984,2,0.2,4.1988,1
5600,0,1,47,43229,2,1,7,14.48,5,0.2,4.887,1
5601,0,1,47,43229,2,0,6,142.488,3,0.2,-3.5622,0
5602,3,0,38,77041,1,1,14,14.16,1,0.2,1.062,1
5603,3,0,38,77041,1,1,10,79.92,5,0.2,27.972,1
5604,1,0,31,10011,2,1,9,590.352,6,0.2,206.6232,1
5605,1,0,37,27405,0,2,8,17.088,2,0.2,1.068,1
5606,1,0,37,27405,0,2,0,98.392,1,0.2,-11.0691,0
5607,1,1,31,10024,2,1,3,11.05,5,0.0,2.9835,1
5608,1,1,5,94109,3,1,13,7.78,2,0.0,2.0228,1
5609,1,1,4,71203,0,0,6,659.9,2,0.0,217.767,1
5610,2,1,47,45231,2,0,6,53.04,3,0.2,-4.641,0
5611,1,0,23,98105,3,0,6,843.9,2,0.0,371.316,1
5612,1,0,23,98105,3,0,6,1496.16,9,0.0,224.424,1
5613,1,1,31,10011,2,1,14,117.96,2,0.0,5.898,1
5614,1,0,31,10035,2,1,3,21.3,5,0.0,8.733,1
5615,1,0,31,10035,2,1,13,1040.8,5,0.0,281.016,1
5616,1,0,31,10035,2,1,3,29.34,6,0.0,7.9218,1
5617,1,0,32,38109,0,2,8,19.52,2,0.2,5.368,1
5618,2,1,5,92105,3,1,14,443.92,4,0.0,8.8784,1
5619,1,0,7,54601,1,0,6,499.95,5,0.0,174.9825,1
5620,1,0,7,54601,1,1,3,3.04,1,0.0,1.0336,1
5621,1,0,7,54601,1,2,0,201.96,2,0.0,50.49,1
5622,1,0,7,54601,1,2,8,68.64,11,0.0,17.16,1
5623,3,0,5,90032,3,0,6,100.0,4,0.0,21.0,1
5624,3,0,5,90032,3,0,6,359.98,2,0.0,21.5988,1
5625,3,2,23,98115,3,2,8,6.16,2,0.0,2.9568,1
5626,3,2,23,98115,3,2,15,2348.82,9,0.0,399.2994,1
5627,1,0,2,33180,0,1,1,13.872,6,0.2,4.6818,1
5628,1,0,2,33180,0,2,0,273.552,3,0.2,-13.6776,0
5629,3,2,44,19143,2,2,15,815.292,9,0.4,-339.705,0
5630,1,1,28,23320,0,0,6,234.45,3,0.0,103.158,1
5631,1,1,28,23320,0,2,15,1256.22,6,0.0,75.3732,1
5632,1,1,28,23320,0,1,9,17.46,2,0.0,8.2062,1
5633,3,2,31,10009,2,1,9,10.528,7,0.2,3.6848,1
5634,2,2,0,48104,1,1,9,152.8,5,0.0,76.4,1
5635,1,2,5,91941,3,1,9,82.56,5,0.2,28.896,1
5636,1,2,5,91941,3,0,6,284.97,3,0.0,85.491,1
5637,1,0,0,48126,1,2,8,60.84,3,0.0,23.1192,1
5638,1,1,5,92024,3,2,0,1325.76,6,0.2,149.148,1
5639,1,1,5,92024,3,2,0,572.16,3,0.2,35.76,1
5640,1,2,47,44107,2,1,10,28.8,9,0.2,10.08,1
5641,2,2,19,6450,2,1,3,11.12,4,0.0,2.8912,1
5642,3,2,34,31907,0,2,8,7.04,4,0.0,3.0976,1
5643,3,0,34,30076,0,1,7,17.94,3,0.0,8.7906,1
5644,2,2,23,98105,3,1,9,34.76,5,0.2,11.297,1
5645,1,0,29,7960,2,2,8,74.45,5,0.0,20.1015,1
5646,1,0,28,22304,0,2,8,192.22,14,0.0,69.1992,1
5647,1,1,40,84106,3,1,10,19.44,3,0.0,9.3312,1
5648,3,0,5,92307,3,1,10,32.4,5,0.0,15.552,1
5649,3,0,5,92307,3,1,7,57.9,5,0.0,28.95,1
5650,3,0,5,92307,3,1,14,10.56,2,0.0,0.0,0
5651,3,0,5,92307,3,2,5,1194.165,5,0.15,210.735,1
5652,1,0,31,10009,2,1,10,40.99,1,0.0,20.0851,1
5653,1,0,5,90805,3,1,3,2.94,1,0.0,0.7938,1
5654,2,2,12,97301,3,1,9,45.24,4,0.7,-30.16,0
5655,2,2,12,97301,3,1,3,18.688,4,0.2,2.336,1
5656,2,2,12,97301,3,1,10,11.648,2,0.2,3.7856,1
5657,2,2,12,97301,3,0,6,112.776,3,0.2,-8.4582,0
5658,2,2,12,97301,3,2,15,377.45,5,0.5,-264.215,0
5659,2,2,12,97301,3,1,1,15.936,4,0.2,5.1792,1
5660,2,2,12,97301,3,0,16,28.68,3,0.2,-7.17,0
5661,1,2,17,80013,3,2,8,21.44,2,0.2,7.504,1
5662,1,2,17,80013,3,1,14,511.056,9,0.2,-95.823,0
5663,0,0,47,43055,2,1,3,18.656,2,0.2,1.3992,1
5664,0,0,47,43055,2,1,9,11.088,7,0.7,-8.1312,0
5665,0,0,47,43055,2,1,14,66.688,1,0.2,4.168,1
5666,0,0,47,43055,2,1,14,99.488,2,0.2,8.7052,1
5667,1,1,23,98103,3,1,1,14.62,2,0.0,6.8714,1
5668,1,1,23,98103,3,1,9,53.984,14,0.2,17.5448,1
5669,1,1,23,98103,3,0,6,389.97,3,0.0,132.5898,1
5670,3,1,39,83201,3,2,8,355.36,4,0.0,92.3936,1
5671,3,1,39,83201,3,0,16,140.376,3,0.2,8.7735,1
5672,1,0,38,75081,1,1,7,15.84,2,0.2,5.544,1
5673,1,0,38,75081,1,1,10,8.448,2,0.2,2.64,1
5674,1,1,23,98105,3,1,10,12.96,2,0.0,6.2208,1
5675,1,0,23,98115,3,0,16,57.408,6,0.2,5.7408,1
5676,1,0,23,98115,3,0,6,27.6,4,0.0,2.208,1
5677,1,1,30,60610,1,2,8,38.976,3,0.6,-50.6688,0
5678,1,2,0,49423,1,1,2,20.44,7,0.0,9.198,1
5679,1,2,0,49423,1,1,10,109.92,2,0.0,53.8608,1
5680,1,1,46,74012,1,1,9,6.38,1,0.0,2.9348,1
5681,1,1,46,74012,1,1,10,6.48,1,0.0,3.1104,1
5682,1,1,34,30605,0,1,10,15.84,3,0.0,7.128,1
5683,1,1,34,30605,0,0,16,1049.93,7,0.0,293.9804,1
5684,1,1,34,30605,0,1,13,154.9,5,0.0,40.274,1
5685,0,1,23,98105,3,1,9,98.352,3,0.2,35.6526,1
5686,0,1,2,32712,0,1,2,14.32,5,0.2,5.191,1
5687,0,1,2,32712,0,2,8,129.888,6,0.2,12.9888,1
5688,0,1,2,32712,0,1,7,48.944,7,0.2,16.5186,1
5689,1,2,38,77070,1,2,0,275.058,3,0.3,-90.3762,0
5690,1,0,25,21215,2,1,3,27.36,9,0.0,9.3024,1
5691,1,0,25,21215,2,1,10,44.75,5,0.0,20.585,1
5692,1,0,25,21215,2,0,16,134.99,1,0.0,36.4473,1
5693,1,0,25,21215,2,1,10,26.4,5,0.0,12.672,1
5694,1,0,25,21215,2,2,0,542.94,3,0.0,141.1644,1
5695,3,1,5,94109,3,2,15,71.088,2,0.2,-1.7772,0
5696,1,2,30,60623,1,1,9,27.396,9,0.8,-42.4638,0
5697,1,2,30,60623,1,1,9,13.456,1,0.8,-23.548,0
5698,0,1,38,78041,1,1,1,11.84,1,0.2,4.44,1
5699,1,1,5,94109,3,1,10,35.88,6,0.0,17.5812,1
5700,2,2,47,44105,2,1,7,40.752,3,0.2,15.282,1
5701,2,2,47,44105,2,0,6,139.96,5,0.2,-22.7435,0
5702,1,1,47,43302,2,1,3,2.624,1,0.2,0.2952,1
5703,1,1,47,43302,2,2,15,136.53,1,0.4,-52.3365,0
5704,1,1,47,43302,2,0,6,263.96,1,0.2,42.8935,1
5705,1,1,19,6824,2,1,12,11.64,3,0.0,3.3756,1
5706,3,0,31,10009,2,1,9,40.176,3,0.2,14.5638,1
5707,1,1,31,10024,2,2,8,79.44,3,0.0,30.1872,1
5708,1,1,31,10024,2,1,12,357.93,3,0.0,7.1586,1
5709,1,1,31,10024,2,2,0,127.764,2,0.1,21.294,1
5710,1,1,31,10024,2,0,4,2799.944,7,0.2,1014.9797,1
5711,1,1,31,10024,2,1,10,19.44,3,0.0,9.3312,1
5712,0,1,30,60653,1,0,16,36.792,1,0.2,4.1391,1
5713,1,2,31,10035,2,0,16,5.94,3,0.0,1.6038,1
5714,1,1,28,23223,0,1,14,177.55,5,0.0,47.9385,1
5715,3,0,0,48104,1,0,6,619.95,5,0.0,111.591,1
5716,3,0,0,48104,1,0,16,29.16,3,0.0,8.4564,1
5717,3,0,0,48104,1,1,7,57.96,7,0.0,27.2412,1
5718,3,0,0,48104,1,1,13,29.403,3,0.1,5.2272,1
5719,3,1,11,47905,1,1,14,81.4,5,0.0,21.164,1
5720,2,0,12,97477,3,1,2,8.72,5,0.2,2.289,1
5721,2,0,12,97477,3,0,6,91.176,3,0.2,4.5588,1
5722,2,0,12,97477,3,0,6,159.968,4,0.2,29.994,1
5723,1,0,5,94109,3,1,10,12.96,2,0.0,6.2208,1
5724,1,0,30,60653,1,1,14,331.536,3,0.2,-82.884,0
5725,2,0,31,10011,2,0,6,899.91,9,0.0,395.9604,1
